Id,L0_S5_F116,L3_S36_F3934,L1_S25_F2530,L3_S30_F3504,L2_S26_F3062,L1_S24_F1036,L1_S25_F2061,L1_S25_F2662,L3_S44_F4118,L1_S25_F2144,L1_S24_F1411,L1_S24_F1467,L1_S25_F2712,L0_S19_F459,L3_S37_F3946,L1_S25_F2990,L1_S24_F808,L1_S25_F2747,L3_S29_F3367,L1_S25_F2466,L1_S25_F2749,L1_S24_F1520,L3_S30_F3609,L1_S24_F829,L0_S3_F88,L1_S25_F2545,L1_S24_F790,L1_S25_F2682,L1_S25_F2504,L1_S24_F1426,L0_S15_F394,L1_S25_F2842,L0_S21_F517,L1_S24_F1068,L1_S25_F2096,L1_S25_F2808,L0_S0_F4,L1_S24_F1235,L0_S17_F433,L3_S41_F4002,L3_S30_F3579,L1_S25_F2176,L3_S35_F3884,L1_S24_F844,L2_S28_F3259,L3_S29_F3479,L0_S11_F294,L1_S24_F897,L1_S25_F2594,L0_S12_F338,Response
14318,-43.0,,,1.0,,,,,,,,,,,0.0,,,,-228.0,,,,-46.0,,0.0,,,,,,,,,,,,-179.0,,,,73.0,,0.0,,,43.0,155.0,,,,0
14322,,,,1.0,,,,,,,0.07200000000000001,-125.0,,,0.0,,,,-0.009000000000000001,,,,,,,,,,,-25.0,,,,,,,,,,,,,0.0,,154.0,12.0,,,,,0
14323,-0.119,0.0,,5.0,,,,,,,,,,,0.0,,,,-0.097,,,,-46.0,,,,,,,,,,,,,,3.0,,,,-139.0,,,,,-24.0,,,,,0
14324,,0.0,,4.0,,,,,,,,,,,0.0,,,,23.0,,,-32.0,-5.0,,,,,,,,,,,,,,,,,,-139.0,,,,,-43.0,,,,,0
14325,,,,0.0,,,,,,,,,,,0.0,,,,121.0,,,,-0.101,,,,,,,,,,,,,,-0.197,,,,-0.108,,0.0,,,-24.0,,,,,0
14327,0.022,0.0,,-4.0,,,,,,,,,,,0.0,,,,-0.108,,,,,,,,,,,,,,,,,,-0.197,,,,,,,,,129.0,,,,,0
14328,,,,,0.07200000000000001,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,25.0,,,,,,157.0,0.0,,,,,,,,,,-109.0,0
14329,,,,0.0,,,,,,,,,,,0.0,,,,-0.054000000000000006,,,,,,,,,,,,,,,,,,-0.052000000000000005,,,,,,0.0,,,-8.0,,,,,0
14330,,,,1.0,,,,,,,,,,,0.0,,,,-85.0,,,-0.013,-0.08800000000000001,,,,,,,,,,,,,,,,,,-139.0,,0.0,,,-16.0,,,,,0
14335,,0.0,,1.0,32.0,,,,,,,,,,0.0,,,,23.0,,,,0.037000000000000005,,0.0,,,,,,,,,,,,-0.052000000000000005,,,,-48.0,,,,,-0.02,,,,,0
14336,,,,0.0,,,,,,,,,,,0.0,,,,-85.0,,,,188.0,,0.0,,,,,,,,,,,,-15.0,,,,-78.0,,0.0,,,12.0,,,,,0
14337,,,,4.0,48.0,,,,,-322.0,,,,,0.0,,,,-207.0,,,,76.0,,,,,,,,,,,,0.011,,,,,,-0.16899999999999998,0.052000000000000005,0.0,,,-35.0,,,,,0
14339,,0.0,,0.0,,,,,,,,,,,0.0,,,,0.23,,,,136.0,,0.0,,,,,,,,,,,,348.0,,,,134.0,,,,,-24.0,-0.119,,,,0
14340,,0.0,,0.0,-151.0,,,,,,,-0.014,,,0.0,,,,12.0,,,,-124.0,,,,,,,,,,,,,,,,,,-48.0,,,,,-16.0,,,,,0
14341,,0.0,,1.0,,,,,,,,,,,0.0,,,,-0.009000000000000001,,,,,,,,,,,,12.0,,-0.006999999999999999,,,,,,-319.0,,,,,,,63.0,,,,0.058,0
14344,-131.0,,,5.0,,,,,,,,,,,0.0,,,,0.044,,,,,,0.0,,,,,,,,,,,,-179.0,,,,,,0.0,,,,,,,,0
14345,0.02,0.0,,-2.0,,,,,,,,,,,0.0,,,,-0.108,,,,,,0.0,,,,,,,,,,,,-179.0,,,,,,,,,145.0,,,,,0
14348,,,,-3.0,0.103,,,,,,,276.0,,,0.0,,,,12.0,,,,0.21600000000000005,,,,,,,,,,,,,,,,,,43.0,,0.0,,,-39.0,,,,,0
14351,,0.0,,0.0,,,,,,,,,,,0.0,,,,-163.0,,,,,,0.0,,,,,,,,,,,,-161.0,,,,,,,,,-4.0,,,,,0
14352,,0.0,,-2.0,,,,,,,,,,,0.0,,,,-0.118,,,,,,,,,,,,,,25.0,,,,,,235.0,,,,,,,157.0,,,,-53.0,0
14353,,0.0,,-1.0,,,,,,,,,,-0.29100000000000004,0.0,,,,0.07,,,,0.027000000000000003,,,,,,,,,,,,,,,,,,-0.018000000000000002,,,,,-86.0,,,,0.16899999999999998,0
14355,-154.0,0.0,,-3.0,,,,,,,,,,,0.0,,,,0.07,,,,42.0,,,,,,,,,,,,,,312.0,,,,-48.0,,,,,-94.0,,,,,0
14356,-19.0,,,3.0,,,,,,,,,,,0.0,,,,332.0,,,,,,0.0,,,,,,,,,,,,-215.0,,,,,,0.0,,,35.0,47.0,,,,0
14357,-12.0,,,6.0,,,,,,,,,,,0.0,,,,285.0,,,,-51.0,,0.0,,,,,,,,,,,,294.0,,,,-48.0,,0.0,,,-78.0,,,,,0
14359,255.0,0.0,,3.0,,,,,,,,,,,0.0,,,,-0.13699999999999998,,,,-46.0,,0.0,,,,,,,,,,,,312.0,,,,0.16399999999999998,,,,,12.0,,,,,0
14361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-233.0,,,0.0,,,,,,,0.181,,,,0
14366,,,,,,,,,-85.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-179.0,,,0.0,,,,,,,,,,,0
14368,,0.0,,1.0,15.0,,,,,,,-153.0,,,0.0,,,,-228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,0
14375,,,,-4.0,,,,,,,,,,,0.0,,,,264.0,,,,,,,,,,,,,,,,,,-0.197,,,,,,0.0,,,0.027000000000000003,,,,,0
14376,,0.0,,1.0,,,,,,,,,,,0.0,,,,-0.054000000000000006,,,,,,,,,,,,,,,,,,-15.0,,,,,,,,,98.0,,,,,0
14377,,0.0,,-3.0,0.07400000000000001,,,,,,,,,,0.0,,,,12.0,,,12.0,0.05,,,,,,,,,,,,,,,,,,0.104,,,,,-0.059,,,,,0
14378,,,,1.0,,,,,,,,,,,0.0,,,,0.07,,,,19.0,,,,,,,,,,,,,,312.0,,,,-48.0,,0.0,,,-0.08199999999999999,,,,,0
14380,,0.0,,0.0,-0.011,,,,,,,,,,0.0,,,,23.0,,,,-75.0,,0.0,,,,,,,,,,,,-15.0,,,,-0.108,,,,,-24.0,,,,,0
14381,0.117,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-161.0,,,0.0,,,,,,,,,,,0
14382,,0.0,,5.0,,,,,,,,,,-47.0,0.0,,,,-0.054000000000000006,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,-53.0,0
14387,-172.0,0.0,,4.0,,,,,,,,,,,0.0,,,,258.0,,,,86.0,,0.0,,,,,,,,,,,,-0.197,,,,134.0,,,,,-71.0,,,,,0
14388,,0.0,,3.0,,,,,,,,,,,0.0,,,,275.0,,,,,,,,,,,,,,,,,,-215.0,,,,,,,,,75.0,221.0,,,,0
14390,,0.0,,3.0,,,,,,,,,,,0.0,,,,275.0,,,,,,,,,,,,,,,,,,-215.0,,,,,,,,,75.0,221.0,,,,0
14391,,0.0,,1.0,,,,,,,,,,,0.0,,,,-228.0,,,,-25.0,,0.0,,,,,,,,,,,,-179.0,,,,255.0,,,,,78.0,,,,,0
14393,,0.0,,1.0,,,,,,,,,,,0.0,,,,177.0,,,,19.0,,0.0,,,,,,,,,,,,3.0,,,,43.0,,,,,-86.0,,,,,0
14395,,0.0,,-1.0,51.0,,,,,,342.0,0.027000000000000003,,,0.0,,,,-0.097,,,,-127.0,,,,,,,5.0,,,,,,,,,,,-48.0,,,,,-16.0,,,,,0
14396,,0.0,,3.0,51.0,,,,,,,,,,0.0,-526.0,,,121.0,,,,0.037000000000000005,,,,,,,,,1.0,,,,-2.0,,,,,73.0,,,,,-0.02,,,,,0
14399,,,,-5.0,51.0,,,,,,,,,,0.0,,,,-0.097,,,-0.011,105.0,,,,,,,,,,,,,,,,,,255.0,,0.0,,,-63.0,,,,,0
14400,,,,-5.0,,,,,,,,,,0.15,0.0,,,,-71.0,,,,,,,,,,,,12.0,,,,,,,,,,,,0.0,,,,,,,-53.0,0
14402,,,,1.0,,,,,,,,,,,0.0,,,,0.07,,,,-0.059,,,,,,,,,,-5.0,,,,,,0.208,,-48.0,,0.0,,,-98.0,,,,113.0,0
14404,,0.0,,3.0,,,,,,,,,,,0.0,,,,42.0,,,,92.0,,0.0,,,,,,,,,,,,-15.0,,,,195.0,,,,,-75.0,-83.0,,,,0
14405,,0.0,,-3.0,,,,,,,,,,,0.0,,,,-0.118,,,62.0,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,0
14406,,,,,,,,,-139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-179.0,,,0.0,,,,,,,,,,,0
14407,,0.0,,1.0,,,,,,,,,,,0.0,,,,-0.118,,,,-0.119,,,,,,,,,,,,,,,,,,73.0,,,,,4.0,,,,2.0,0
14411,,0.0,,-5.0,,,-99.0,,,-0.059,,,,,0.0,,,,165.0,,,,,,,,,,,,,,,,,,,,,,,153.0,,,,-39.0,,,,,0
14413,,,,-1.0,53.0,-0.036000000000000004,,,,,,,,,0.0,,-98.0,,12.0,,,,-15.0,23.0,,,-19.0,,,,,,,53.0,,,,,,,0.013,,0.0,0.036000000000000004,,35.0,,-76.0,,,0
14417,,,,3.0,,,,,,,,,,,0.0,,,,177.0,,,,-23.0,,0.0,,,,,,,,,,,,3.0,,,,-78.0,,0.0,,,-4.0,,,,,0
14418,,0.0,,0.0,,,,,,,,,,,0.0,,,,-0.17600000000000002,,,,,,,,,,,,12.0,,0.01,,,,,,45.0,,,,,,,-47.0,,,,-0.16399999999999998,0
14419,,0.0,,-3.0,,,,,,,64.0,163.0,,,0.0,,,,23.0,,,,0.04,,,,,,,0.011,,,,,,,,,,,-0.108,,,,,-8.0,,,,,0
14421,,0.0,,1.0,0.08199999999999999,,39.0,,,-4.0,,,,,0.0,,,,12.0,,,,86.0,,,,,,,,,,,,,,,,,,-48.0,-175.0,,,,-47.0,,,,,0
14422,,,,3.0,,,,,,,,,,294.0,0.0,,,,0.056,,,,,,,,,,,,,,-1.0,,,,,,-382.0,,,,0.0,,,133.0,,,,2.0,0
14424,,,,3.0,,,,,,,,,,294.0,0.0,,,,0.056,,,,,,,,,,,,,,-1.0,,,,,,-382.0,,,,0.0,,,133.0,,,,2.0,0
14426,,,,3.0,,,,,,,,,,294.0,0.0,,,,0.056,,,,,,,,,,,,,,-1.0,,,,,,-382.0,,,,0.0,,,133.0,,,,2.0,0
14427,,0.0,,3.0,,,,,,,,,,,0.0,,,,12.0,,,,1.0,,,,,,,,12.0,,-5.0,,,,,,-0.027000000000000003,,-78.0,,,,,-12.0,,,,2.0,0
14429,212.0,,,0.0,,,,,,,,,,,0.0,,,,-228.0,,,,-106.0,,0.0,,,,,,,,,,,,-179.0,,,,43.0,,0.0,,,8.0,,,,,0
14430,-141.0,,,1.0,,,,,,,,,,,0.0,,,,-0.097,,,,6.0,,0.0,,,,,,,,,,,,3.0,,,,0.104,,0.0,,,-51.0,,,,,0
14433,,0.0,,4.0,,,,,,,,,,,0.0,,,,-0.097,0.13,,,-31.0,,,,,,,,,,,,,,,,,,-78.0,,,,,-16.0,,,,,0
14434,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-0.197,,,0.0,,,,,,,,,,,0
14435,-0.07,,,,,,,,-342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0,,,0.0,,,,,,,,,,,0
14436,,,,-4.0,,,,,,,,,,,0.0,,,,0.112,,,,,,0.0,,,,,,,,,,,,-179.0,,,,,,0.0,,,35.0,,,,,0
14441,-0.03,0.0,,6.0,,,,,,,,,,,0.0,,,,131.0,,,,0.06,,,,,,,,,,,,,,-33.0,,,,-78.0,,,,,0.02,,,,,0
14442,-94.0,0.0,,3.0,46.0,,,,,,,,,,0.0,,,,131.0,,,,-0.059,,,,,,,,,,,,,,-0.052000000000000005,,,,-139.0,,,,,-0.02,,,,,0
14444,,,,0.0,,,,,,,,,,,0.0,,,,-207.0,,,,-0.036000000000000004,,,,,,,,,,,,,,3.0,,,,-0.199,,0.0,,,8.0,,,,,0
14447,,0.0,,0.0,,,,,,,,,,,0.0,,,,121.0,,,,3.0,,,,,,,,12.0,,,,,,,,,,-0.199,,,,,-0.027000000000000003,,,,-53.0,0
14450,0.01,0.0,,0.0,,,,,,,,,,,0.0,,,,23.0,,,,-69.0,,0.0,,,,,,,,,,,,-15.0,,,,-0.018000000000000002,,,,,35.0,,,,,0
14451,,,,0.0,,,,,,,,,,,0.0,,,,-66.0,,,,-12.0,,0.0,,,,,,,,,,,,294.0,,,,-0.108,,0.0,,,-63.0,-0.026,,,,0
14453,-107.0,0.0,,-2.0,-55.0,,,,,,,,,,0.0,,,,-207.0,,,,-31.0,,0.0,,,,,,,,,,,,-161.0,,,,-48.0,,,,,-0.02,,,,,0
14461,,0.0,,0.0,,,,,,,,,,,0.0,,,,-0.118,,,,24.0,,,,,,,,,,,,,,-179.0,,,,-48.0,,,,,47.0,,,,,0
14463,,0.0,,0.0,,,,,,,,,,,0.0,,,,-71.0,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,0.16899999999999998,,,,2.0,0
14466,-0.17,,,-5.0,,,,,,,,,,,0.0,,,,-71.0,,,,,,,,,,,,,,,,,,385.0,,,,,,0.0,,,125.0,,,,,0
14467,139.0,,,4.0,,,,,,,,,,,0.0,,,,0.448,,,,-49.0,,0.0,,,,,,,,,,,,-0.052000000000000005,,,,-0.16899999999999998,,0.0,,,0.027000000000000003,,,,,0
14468,-43.0,0.0,,-2.0,,,,,,,,,,,0.0,,,,-163.0,,,,,,0.0,,,,,,,,,,,,-0.197,,,,,,,,,43.0,,,,,0
14472,,,,-3.0,-107.0,,,,,,,,,,0.0,,,,-85.0,,,8.0,0.234,,,,,,,,,,,,,,,,,,-0.16899999999999998,,0.0,,,-0.027000000000000003,,,,,0
14473,,,,0.0,,,-4.0,,,106.0,,,,,0.0,,,,12.0,,,,-129.0,,,,,,,,,,,,,,,,,,0.013,-0.2,0.0,,,-0.02,,,,,0
14477,,0.0,,0.0,,,,,,,,,,-49.0,0.0,,,,-66.0,,,,0.058,,,,,,,,12.0,,,,,,,,61.0,,285.0,,,,,-55.0,,,,-53.0,0
14479,-65.0,0.0,,3.0,,,,,,,,,,,0.0,,,,131.0,,,,-51.0,,,,,,,,,,,,,,-0.197,,,,-0.16899999999999998,,,,,-0.02,,,,,0
14480,,0.0,,1.0,96.0,,,,,,,,,,0.0,46.0,,,12.0,,,,81.0,,,,,,,,,,,,,,,,,,0.104,,,,,-0.059,,,,,0
14483,-43.0,,,4.0,,,,,,,,,,,0.0,,,,-146.0,,,,-114.0,,,,,,,,,,,,,,-0.197,,,,-48.0,,0.0,,,-12.0,,,,,0
14484,,,,-3.0,,,,,,,,,,,0.0,,,,-0.097,,,-155.0,45.0,,,,,,,,,,,,,,,,,,0.104,,0.0,,131.0,-39.0,,,,,0
14485,,0.0,,4.0,0.07400000000000001,,,,,,,,,,0.0,,,,0.238,,,,-0.08,,,,,,,,12.0,,,,,,,,0.123,,-0.018000000000000002,,,,,-24.0,,,,2.0,0
14486,,0.0,,1.0,,,,,,,,,,,0.0,,,,258.0,,,,-51.0,,0.0,,,,,,,,,,,,294.0,,,,0.013,,,,,43.0,,,,,0
14487,,,,-3.0,,,,,,,,,,,0.0,,,,-66.0,,,,305.0,,,,,,,,,,,,,,,,0.16,,195.0,,0.0,,,-71.0,,,,-53.0,0
14488,-122.0,0.0,,-3.0,,,,,,,,,,,0.0,,,,0.26,,,,,,0.0,,,,,,,,,,,,-179.0,,,,,,,,,78.0,,,,,0
14494,-157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,0.0,,,,,,,,,,,0
14497,-94.0,0.0,,-4.0,,,,,,,,,,,0.0,,,,-218.0,,,,,,,,,,,,,,,,,,-215.0,,,,,,,,,125.0,,,,,0
14498,,,,0.0,,,,,,,,,,,0.0,,,,12.0,,,,3.0,,,,,,,,,,,,,,312.0,,,,0.013,,0.0,,,,,,,,0
14502,,,,-5.0,,,,,,,,,,141.0,0.0,,,,0.04,,,,,,,,,,,,12.0,,,,,,,,-133.0,,,,0.0,,,,,,,-109.0,0
14506,,,,-3.0,-0.056,,,,,,,,,,0.0,,,,-193.0,,,-33.0,-98.0,,,,,,,,,,,,,,,,,,-0.199,,0.0,,,-12.0,,,,,0
14509,,0.0,,1.0,,,,,,,,,,,0.0,,,,-163.0,,,,,,0.0,,,,,,,,,,,,-215.0,,,,,,,,,71.0,114.0,,,,0
14510,,0.0,,-3.0,,,,,,,,,,,0.0,,,,-0.009000000000000001,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,0
14512,-0.181,0.0,,3.0,,,,,,,,,,,0.0,,,,-193.0,,,,-134.0,,,,,,,,,,,,,,-0.197,,,,-139.0,,,,,-12.0,-0.044,,,,0
14513,,,,-5.0,,,,,,,,,,,0.0,,,,12.0,,,,55.0,,,,,,,,0.112,,39.0,,,,,,,,73.0,,0.0,,,-67.0,,,,113.0,0
14514,-0.006999999999999999,,,0.009000000000000001,,,,,,,,,,,0.0,,,,-146.0,,,,24.0,,,,,,,,,,,,,,-15.0,,,,-0.108,,0.0,,,-43.0,,,,,0
14515,,0.0,,4.0,,,,,,,,,,,0.0,,,,0.15,,,,-75.0,,0.0,,,,,,,,,,,,-33.0,,,,-0.018000000000000002,,,,,-43.0,-105.0,,,,0
14516,-154.0,0.0,,-4.0,,,,,,,,,,,0.0,,,,2.0,,,,,,0.0,,,,,,,,,,,,-161.0,,,,,,,,,71.0,,,,,0
14517,,,,1.0,,,,,,,,,,,0.0,,,,258.0,,,268.0,-33.0,,,,,,,,,,,,,,,,,,-0.018000000000000002,,0.0,,,-75.0,,,,,0
14518,,0.0,,-3.0,0.101,,,,,,,,,,0.0,,,,-0.097,,,-63.0,6.0,,,,,,,,,,,,,,,,,,0.16399999999999998,,,,,-0.059,,,,,0
14523,,,,6.0,,,,,,,,,,,0.0,,,,-0.118,,,,92.0,,0.0,,,,,,,,,,,,-0.197,,,,225.0,,0.0,,,0.02,,,,,0
14524,,,,-4.0,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,5.0,,,,,,,,,,0.0,,,145.0,,,,-0.16399999999999998,0
14525,,,,-4.0,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,5.0,,,,,,,,,,0.0,,,145.0,,,,-0.16399999999999998,0
14526,-83.0,0.0,,4.0,,,,,,,,,,,0.0,,,,-0.097,,,,8.0,,0.0,,,,,,,,,,,,-15.0,,,,-0.23,,,,,-0.027000000000000003,,,,,0
14528,289.0,0.0,,0.009000000000000001,111.0,,,,,,,,,,0.0,,,,131.0,,,,133.0,,0.0,,,,,,,,,,,,-0.052000000000000005,,,,-139.0,,,,,-8.0,-62.0,,,,0
14529,-141.0,0.0,,-3.0,,,,,,,,,,,0.0,,,,-0.009000000000000001,,,,,,,,,,,,,,,,,,-179.0,,,,,,,,,55.0,,,,,0
14533,,,,0.0,,,,,,,,,,,0.0,,,,-85.0,,,-111.0,34.0,,,,,,,,,,,,,,,,,,-48.0,,0.0,,,-0.02,,,,,0
14536,,,,4.0,,,,,,,,,,,0.0,,,,-207.0,,,0.052000000000000005,162.0,,,,,,,,,,,,,,,,,,0.407,,0.0,,,-24.0,,,,,0
14537,,,,-3.0,,,,,,,,,,-19.0,0.0,,,,-174.0,,,,-0.103,,,,,,,,-0.08800000000000001,,,,,,,,69.0,,-78.0,,0.0,,,-67.0,,,,113.0,0
14538,,,,0.0,,,,,,,,,,,0.0,16.0,,,121.0,,,,0.06,,,,,,,,,2.0,,,,-0.022,,,,,-0.108,,0.0,,,8.0,,,,,0
14542,-0.17800000000000002,0.0,,-3.0,,,,,,,,,,,0.0,,,,177.0,,,,-0.116,,,,,,,,,,,,,,-15.0,,,,0.013,,,,,-67.0,,,,,0
14544,,,,0.0,,,,,,,,,,,0.0,,,,-146.0,,,,-5.0,,,,,,,,,,,,,,-0.052000000000000005,,,,-0.018000000000000002,,0.0,,,-16.0,-24.0,,,,0
14547,,,,4.0,,,,,,,,,,,0.0,,,,-0.097,,,,0.058,,,,,,,,,,,,,,-33.0,,,,0.104,,0.0,,,-39.0,,,,,0
14549,,0.0,,1.0,,,,,,,,,,,0.0,,,,258.0,,,,-0.041,,,,,,,,,,,,,,,,78.0,,0.16399999999999998,,,,,-0.08199999999999999,,,,113.0,0
14550,,0.0,,1.0,,,,,,,,,,,0.0,,,,258.0,,,,-0.041,,,,,,,,,,,,,,,,78.0,,0.16399999999999998,,,,,-0.08199999999999999,,,,113.0,0
14551,0.13,0.0,,3.0,,,,,,,,,,,0.0,,,,0.18600000000000005,,,,-127.0,,0.0,,,,,,,,,,,,312.0,,,,255.0,,,,,31.0,,,,,0
14552,,0.0,,-4.0,,,,,,,,,,,0.0,,,,165.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,67.0,,,,,0
14553,,0.0,,0.0,,,,,,,,,,,0.0,,,,19.0,,,,,,0.0,,,,,,,,,,,,0.3670000000000001,,,,,,,,,75.0,,,,,0
14556,38.0,,,1.0,0.037000000000000005,,,,,,,,,,0.0,,,,-38.0,,,,0.014,,0.0,,,,,,,,,,,,-15.0,,,,-0.108,,0.0,,,-98.0,-0.006999999999999999,,,,0
14557,,0.0,,-1.0,,,,,,,,,,,0.0,,,,0.23,,,51.0,19.0,,,,,,,,,,,,,,,,,,-0.16899999999999998,,,,,-16.0,,,,,0
14560,0.234,0.0,,0.0,,,,,,,,,,,0.0,,,,-85.0,,,,-0.041,,0.0,,,,,,,,,,,,3.0,,,,0.013,,,,,-4.0,,,,,0
14562,,,,0.0,0.058,,,,,,,,,,0.0,,,,275.0,,,87.0,,,,,,,,,,,,,,,,,,,,,0.0,,,55.0,,,,,0
14564,,0.0,,-5.0,,,,,,,,,,,0.0,,,,258.0,,,,19.0,,0.0,,,,,,,,,,,,312.0,,,,43.0,,,,,-71.0,,,,,0
14566,,,,-3.0,,,,,,,,,,,0.0,,,,-38.0,,,,-85.0,,,,,,,,,,,,,,294.0,,,,0.013,,0.0,,,-71.0,,,,,0
14568,,,,-2.0,,,,,,,,,,,0.0,,,,-0.18,,,,,,,,,,,,,,,,,,3.0,,,,,,0.0,,,,,,,,0
14570,,0.0,,-5.0,,,,,,,,,,0.052000000000000005,0.0,,,,-0.009000000000000001,,,,-33.0,,,,,,,,,,12.0,,,,,,,,-0.018000000000000002,,,,,114.0,,,,0.058,0
14572,,0.0,,-2.0,-0.018000000000000002,,,,,,-253.0,-0.029,,,0.0,,,,131.0,,,,32.0,,,,,,,-0.018000000000000002,,,,,,,,0.07200000000000001,,,-0.018000000000000002,,,,,0.02,,,,,0
14573,,0.0,,5.0,,,,,,,,,,157.0,0.0,,,,-71.0,,,,,,,,,,,,-0.08800000000000001,,,,,,,,,,,,,,,,,,,2.0,0
14574,-172.0,,,3.0,,,,,,,,,,,0.0,,,,-218.0,,,,,,,,,,,,,,,,,,-0.197,,,,,,0.0,,,47.0,,,,,0
14576,,0.0,,-5.0,,,,,,,,,,,0.0,,,,-0.18,,,,,,0.0,,,,,,,,,,,,348.0,,,,,,,,,0.08199999999999999,,,,,0
14578,,0.0,,0.0,,,,,,,,,,,0.0,,,,0.044,,,,,,,,,,,,,,,,,,-15.0,,,,,,,,,98.0,,,,,0
14579,,0.0,,-5.0,,,,,,,,,,0.009000000000000001,0.0,,,,78.0,,,,-0.08800000000000001,,,,,,,,12.0,,,,,,,,0.027000000000000003,,-0.16899999999999998,,,,,43.0,,,,0.058,0
14581,,,,0.0,-0.104,,0.036000000000000004,,,142.0,,,,,0.0,,,,-207.0,,,,102.0,,,,,,,,,,,,,,,,,,-48.0,-15.0,0.0,,,-39.0,,,,,0
14583,,,,0.0,,,,,,,,,,,0.0,,,,285.0,,,,-46.0,,,,,,,,,,,,,,,,,,-78.0,,0.0,,,-78.0,,,,113.0,0
14584,,0.0,,-2.0,,,,,,,,,,0.19,0.0,,,,-0.054000000000000006,,,,,,,,,,,,12.0,,99.0,,,,,,,,,,,,,-0.02,,,,113.0,0
14587,,0.0,,-4.0,,,,,,,,,,-19.0,0.0,,,,12.0,,,,-98.0,,,,,,,,-0.08800000000000001,,-1.0,,,,,,,,43.0,,,,,-0.02,,,,0.058,0
14588,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018000000000000002,0.0,,,,,,,,,,0.058,0
14591,-177.0,0.0,,0.0,,,,,,,,,,,0.0,,,,-66.0,,,,-0.119,,,,,,,,,,,,,,0.33,,,,73.0,,,,,-67.0,0.14400000000000002,,,,0
14593,,,,-3.0,,,,,,,,,,,0.0,,,,0.101,,,,-0.093,,0.0,,,,,,,,,,,,-161.0,,,,255.0,,0.0,,,71.0,0.18,,,,0
14598,,,,-4.0,,,,,,,,,,,0.0,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,51.0,,,,-53.0,0
14599,,,,0.0,,,,,,,,,,,0.0,,,,-85.0,,,,-0.02,,0.0,,,,,,,,,,,,-179.0,,,,-78.0,,0.0,,,-4.0,,,,,0
14601,203.0,,,,,,,,85.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-33.0,,,0.0,,,,,,,,,,,0
14602,-0.15,0.0,,3.0,,,,,,,,,,,0.0,,,,0.238,,,,0.027000000000000003,,0.0,,,,,,,,,,,,-161.0,,,,-139.0,,,,,-35.0,-92.0,,,,0
14603,,,,-3.0,,,,,,,,,,,0.0,,,,0.07,,,,0.04,,0.0,,,,,,,,,,,,0.33,,,,-78.0,,0.0,,,-39.0,-0.118,,,,0
14605,,,,2.0,,,,,,,,,,,0.0,,,,-71.0,,,,,,0.0,,,,,,,,,,,,-33.0,,,,,,0.0,,,,,,,,0
14610,,0.0,,-3.0,,,,,,,,,,,0.0,,,,-193.0,,,-102.0,-0.018000000000000002,,,,,,,,,,,,,,,,,,-78.0,,,,,47.0,,,,,0
14614,,0.0,,-3.0,,,,,,,,,,-0.018000000000000002,0.0,,,,0.101,,,,,,,,,,,,,,,,,,,,-262.0,,,,,,,0.09,,,,2.0,0
14615,-0.014,,,8.0,,,,,,,,,,,0.0,,,,223.0,,,,,,,,,,,,,,,,,,-179.0,,,,,,0.0,,,31.0,0.08800000000000001,,,,0
14616,-0.014,,,8.0,,,,,,,,,,,0.0,,,,223.0,,,,,,,,,,,,,,,,,,-179.0,,,,,,0.0,,,31.0,0.08800000000000001,,,,0
14617,-0.014,,,8.0,,,,,,,,,,,0.0,,,,223.0,,,,,,,,,,,,,,,,,,-179.0,,,,,,0.0,,,31.0,0.08800000000000001,,,,0
14618,,,,-3.0,,,,,,,,,,0.037000000000000005,0.0,,,,42.0,,,,-114.0,,,,,,,,,,,,,,,,,,-78.0,,0.0,,,47.0,,,,0.058,0
14621,,,,-2.0,-63.0,,,,,,,,,,0.0,,,,-85.0,,,-63.0,-2.0,,,,,,,,,,,,,,,,,,-0.199,,0.0,,,-35.0,,,,,0
14624,,,,1.0,,,,,,,,,,,0.0,,,,23.0,,,,-0.036000000000000004,,,,,,,,12.0,,0.027000000000000003,,,,,,,,0.16399999999999998,,0.0,,-86.0,-16.0,,,,-53.0,0
